HEADER
VTF File Version,1.0
VTF File Type,0
PID,1687471
Generated on,2023-11-24 15:30:12
Resolution,ms
Min Resolution,ns
Trace Version,1.0
XRT Version,2023.1

STRUCTURE
Group_Start,Native API Host Trace
Dynamic_Row,1,Native XRT API Calls,API Events
Group_Start,Host to Device Data Transfers
Dynamic_Row,2,Reads,Read Transfers
Dynamic_Row,3,Writes,Write Transfers
Group_End,Host to Device Data Transfers
Group_End,Native API Host Trace

MAPPING
1136,0,985.477125,1,API_CALL,29
1138,1136,985.477293,1,API_CALL,29
1139,0,985.479420,1,API_CALL,29
1141,1139,985.479458,1,API_CALL,29
1140,0,985.480773,1,API_CALL,29
1142,1140,985.480848,1,API_CALL,29
1143,0,985.483999,1,API_CALL,29
1145,1143,985.484061,1,API_CALL,29
1144,0,985.486281,1,API_CALL,29
1146,1144,985.486352,1,API_CALL,29
1147,0,985.488145,1,API_CALL,29
1148,1147,985.488181,1,API_CALL,29
1154,0,985.515048,1,API_CALL,40
1158,1154,985.522260,1,API_CALL,40
1160,0,985.539011,1,API_CALL,29
1161,1160,985.539064,1,API_CALL,29
1162,0,985.552539,1,API_CALL,29
1165,1162,985.552606,1,API_CALL,29
1170,0,985.570170,1,API_CALL,29
1171,1170,985.570252,1,API_CALL,29
1172,0,985.574810,1,API_CALL,29
1173,1172,985.574847,1,API_CALL,29
1174,0,985.578483,1,API_CALL,34
1175,0,985.578512,2,API_CALL,43
1176,0,985.589252,1,API_CALL,29
1177,1176,985.589367,1,API_CALL,29
1178,0,985.591142,1,API_CALL,29
1179,1178,985.591179,1,API_CALL,29
1181,0,985.595758,1,API_CALL,29
1182,1181,985.595819,1,API_CALL,29
1183,0,985.597132,1,API_CALL,29
1184,1183,985.597170,1,API_CALL,29
1185,0,985.600270,1,API_CALL,34
1186,0,985.600299,2,API_CALL,43
1187,1174,985.607664,1,API_CALL,34
1188,1175,985.607664,2,API_CALL,43
1190,0,985.614112,1,API_CALL,29
1191,1190,985.614172,1,API_CALL,29
1192,0,985.615441,1,API_CALL,29
1193,1192,985.615474,1,API_CALL,29
1194,1185,985.623631,1,API_CALL,34
1195,1186,985.623631,2,API_CALL,43
1198,0,985.630350,1,API_CALL,29
1199,1198,985.630406,1,API_CALL,29
1200,0,985.632083,1,API_CALL,29
1201,1200,985.632122,1,API_CALL,29
1205,0,985.750378,1,API_CALL,19
1206,0,985.815508,1,API_CALL,19
1207,0,985.974088,1,API_CALL,19
1208,0,985.991560,1,API_CALL,19
1209,1207,1072.604937,1,API_CALL,19
1210,0,1072.617864,1,API_CALL,20
1211,1210,1072.684970,1,API_CALL,20
1214,1205,1072.913152,1,API_CALL,19
1215,0,1072.921610,1,API_CALL,20
1216,1215,1072.968811,1,API_CALL,20
1219,914,1073.139654,1,API_CALL,19
1220,0,1073.152269,1,API_CALL,20
1221,1220,1073.203996,1,API_CALL,20
1224,1208,1073.461673,1,API_CALL,19
1225,0,1073.468086,1,API_CALL,20
1226,1225,1073.510328,1,API_CALL,20
1227,0,1073.594740,1,API_CALL,22
1228,0,1073.602128,1,API_CALL,22
1229,0,1073.605800,1,API_CALL,22
1230,1206,1073.630734,1,API_CALL,19
1232,1227,1073.634149,1,API_CALL,22
1231,0,1073.639767,1,API_CALL,20
1238,1228,1073.645995,1,API_CALL,22
1242,1229,1073.655380,1,API_CALL,22
1237,0,1073.662904,1,API_CALL,22
1250,1231,1073.682021,1,API_CALL,20
1257,1237,1073.686456,1,API_CALL,22
1255,0,1073.695235,1,API_CALL,22
1259,0,1073.705632,1,API_CALL,22
1261,0,1073.708015,1,API_CALL,22
1265,1255,1073.711979,1,API_CALL,22
1270,0,1073.722210,1,API_CALL,22
1275,0,1073.728784,1,API_CALL,22
1276,1259,1073.732414,1,API_CALL,22
